datetime,주오염물질,등급,지수,등급,PM10,등급,PM2.5,등급,오존,등급,이산화질소,등급,일산화탄소,등급,아황산가스
2024-10-14:13,오존,좋음,55,좋음,12,좋음,6,보통,0.0346,좋음,0.0151,좋음,0.46,좋음,0.0014
2024-10-14:12,오존,좋음,55,좋음,13,좋음,6,보통,0.0353,좋음,0.0147,좋음,0.48,좋음,0.0014
2024-10-14:11,오존,좋음,51,좋음,14,좋음,8,보통,0.0304,좋음,0.0177,좋음,0.52,좋음,0.0014
2024-10-14:10,이산화질소,좋음,43,좋음,14,좋음,9,좋음,0.0206,좋음,0.0258,좋음,0.57,좋음,0.0016
2024-10-14:09,이산화질소,좋음,45,좋음,16,좋음,11,좋음,0.0182,좋음,0.027,좋음,0.58,좋음,0.0017
2024-10-14:08,PM2.5,좋음,40,좋음,17,좋음,12,좋음,0.0193,좋음,0.0242,좋음,0.55,좋음,0.0016
2024-10-14:07,이산화질소,좋음,53,좋음,18,좋음,13,좋음,0.0105,보통,0.0315,좋음,0.57,좋음,0.0016
2024-10-14:06,PM2.5,좋음,47,좋음,19,좋음,14,좋음,0.0235,좋음,0.0172,좋음,0.55,좋음,0.0015
2024-10-14:05,PM2.5,좋음,50,좋음,21,좋음,15,좋음,0.027,좋음,0.0132,좋음,0.54,좋음,0.0014
2024-10-14:04,오존,좋음,51,좋음,21,좋음,15,보통,0.0303,좋음,0.0105,좋음,0.54,좋음,0.0014
2024-10-14:03,PM2.5,보통,54,좋음,22,보통,17,보통,0.031,좋음,0.0105,좋음,0.53,좋음,0.0014
2024-10-14:02,PM2.5,보통,56,좋음,24,보통,18,좋음,0.03,좋음,0.0107,좋음,0.56,좋음,0.0014
2024-10-14:01,PM2.5,보통,59,좋음,26,보통,19,좋음,0.0261,좋음,0.0138,좋음,0.59,좋음,0.0013
2024-10-13:24,PM2.5,보통,66,좋음,28,보통,22,좋음,0.0241,좋음,0.016,좋음,0.61,좋음,0.0015
2024-10-13:23,PM2.5,보통,69,좋음,30,보통,23,좋음,0.0221,좋음,0.0191,좋음,0.62,좋음,0.0016
2024-10-13:22,PM2.5,보통,69,보통,31,보통,23,좋음,0.0253,좋음,0.0191,좋음,0.6,좋음,0.0017
2024-10-13:21,PM2.5,보통,69,좋음,30,보통,23,좋음,0.0254,좋음,0.0211,좋음,0.63,좋음,0.0019
2024-10-13:20,PM2.5,보통,66,좋음,28,보통,22,좋음,0.0265,좋음,0.0224,좋음,0.64,좋음,0.0018
2024-10-13:19,PM2.5,보통,61,좋음,26,보통,20,보통,0.0325,좋음,0.0191,좋음,0.61,좋음,0.0016
2024-10-13:18,오존,보통,57,좋음,23,보통,18,보통,0.038,좋음,0.0163,좋음,0.56,좋음,0.0015
2024-10-13:17,오존,보통,62,좋음,22,보통,18,보통,0.0439,좋음,0.013,좋음,0.53,좋음,0.0016
2024-10-13:16,오존,보통,68,좋음,22,보통,18,보통,0.0503,좋음,0.0105,좋음,0.51,좋음,0.0016
2024-10-13:15,오존,보통,70,좋음,23,보통,18,보통,0.0535,좋음,0.0099,좋음,0.49,좋음,0.0013
2024-10-13:14,오존,보통,69,좋음,25,보통,20,보통,0.0526,좋음,0.0102,좋음,0.51,좋음,0.0014
2024-10-13:13,오존,보통,67,좋음,27,보통,22,보통,0.0498,좋음,0.0101,좋음,0.55,좋음,0.0014
2024-10-13:12,PM2.5,보통,64,좋음,29,보통,21,보통,0.0452,좋음,0.0105,좋음,0.56,좋음,0.0013
2024-10-13:11,PM2.5,보통,66,좋음,30,보통,22,보통,0.0405,좋음,0.0105,좋음,0.58,좋음,0.0013
2024-10-13:10,PM2.5,보통,66,보통,31,보통,22,보통,0.0322,좋음,0.0122,좋음,0.6,좋음,0.0013
2024-10-13:09,PM2.5,보통,66,보통,31,보통,22,좋음,0.0266,좋음,0.015,좋음,0.61,좋음,0.0013
2024-10-13:08,PM2.5,보통,69,보통,33,보통,23,좋음,0.0206,좋음,0.0199,좋음,0.63,좋음,0.0012
2024-10-13:07,PM2.5,보통,72,보통,33,보통,24,좋음,0.0237,좋음,0.0173,좋음,0.62,좋음,0.0012
2024-10-13:06,PM2.5,보통,72,보통,33,보통,24,좋음,0.0209,좋음,0.0193,좋음,0.65,좋음,0.0013
2024-10-13:05,PM2.5,보통,72,보통,33,보통,24,좋음,0.0148,좋음,0.0241,좋음,0.69,좋음,0.0013
2024-10-13:04,PM2.5,보통,66,보통,34,보통,22,좋음,0.0104,좋음,0.0296,좋음,0.72,좋음,0.0013
2024-10-13:03,PM2.5,보통,66,보통,33,보통,22,좋음,0.0088,보통,0.0335,좋음,0.74,좋음,0.0014
2024-10-13:02,이산화질소,보통,70,보통,33,보통,21,좋음,0.003,보통,0.0418,좋음,0.78,좋음,0.0014
2024-10-13:01,이산화질소,보통,70,보통,33,보통,20,좋음,0.005,보통,0.0416,좋음,0.81,좋음,0.0015
2024-10-12:24,이산화질소,보통,75,보통,31,보통,21,좋음,0.0049,보통,0.0448,좋음,0.82,좋음,0.0016
2024-10-12:23,이산화질소,보통,80,좋음,29,보통,19,좋음,0.0022,보통,0.048,좋음,0.9,좋음,0.0016
2024-10-12:22,이산화질소,보통,72,좋음,28,보통,18,좋음,0.0094,보통,0.0431,좋음,0.83,좋음,0.0016
2024-10-12:21,PM2.5,보통,54,좋음,27,보통,17,좋음,0.03,좋음,0.0294,좋음,0.64,좋음,0.0019
2024-10-12:20,오존,보통,60,좋음,26,보통,16,보통,0.0407,좋음,0.0234,좋음,0.52,좋음,0.0018
2024-10-12:19,오존,좋음,66,좋음,24,좋음,15,보통,0.048,좋음,0.0229,좋음,0.49,좋음,0.0019
2024-10-12:18,오존,좋음,77,좋음,24,좋음,15,보통,0.0614,좋음,0.0162,좋음,0.45,좋음,0.0019
2024-10-12:17,오존,좋음,83,좋음,22,좋음,14,보통,0.0687,좋음,0.0157,좋음,0.44,좋음,0.0019
2024-10-12:16,오존,보통,94,좋음,24,보통,16,보통,0.0821,좋음,0.0145,좋음,0.4,좋음,0.002
2024-10-12:15,오존,보통,95,좋음,29,보통,20,보통,0.0833,좋음,0.0148,좋음,0.44,좋음,0.0022
2024-10-12:14,오존,보통,88,보통,36,보통,24,보통,0.0748,좋음,0.0145,좋음,0.5,좋음,0.0019
2024-10-12:13,PM2.5,보통,85,보통,44,보통,29,보통,0.0697,좋음,0.0147,좋음,0.53,좋음,0.0017
2024-10-12:12,PM2.5,보통,90,보통,47,보통,31,보통,0.0643,좋음,0.0162,좋음,0.59,좋음,0.0017
2024-10-12:11,PM2.5,보통,90,보통,47,보통,31,보통,0.0523,좋음,0.0204,좋음,0.67,좋음,0.0017
2024-10-12:10,PM2.5,보통,90,보통,45,보통,31,보통,0.0318,좋음,0.0269,좋음,0.74,좋음,0.0015
2024-10-12:09,PM2.5,보통,87,보통,43,보통,30,좋음,0.0114,보통,0.0345,좋음,0.79,좋음,0.0016
2024-10-12:08,PM2.5,보통,92,보통,44,보통,32,좋음,0.0028,보통,0.0372,좋음,0.83,좋음,0.0014
2024-10-12:07,PM2.5,보통,95,보통,46,보통,33,좋음,0.0014,보통,0.0381,좋음,0.79,좋음,0.0013
2024-10-12:06,PM2.5,보통,95,보통,48,보통,33,좋음,0.0011,보통,0.0388,좋음,0.82,좋음,0.0014
2024-10-12:05,PM2.5,보통,97,보통,49,보통,34,좋음,0.0008,보통,0.0409,좋음,0.85,좋음,0.0014
2024-10-12:04,PM2.5,보통,97,보통,49,보통,34,좋음,0.001,보통,0.0444,좋음,0.89,좋음,0.0014
2024-10-12:03,PM2.5,보통,95,보통,48,보통,33,좋음,0.001,보통,0.0473,좋음,0.98,좋음,0.0014
2024-10-12:02,PM2.5,보통,90,보통,47,보통,31,좋음,0.0011,보통,0.0511,좋음,1,좋음,0.0014
2024-10-12:01,이산화질소,보통,92,보통,47,보통,30,좋음,0.0017,보통,0.0551,좋음,0.96,좋음,0.0015
2024-10-11:24,이산화질소,보통,89,보통,49,보통,30,좋음,0.0085,보통,0.053,좋음,0.93,좋음,0.0015
2024-10-11:23,PM2.5,보통,90,보통,49,보통,31,좋음,0.0281,보통,0.039,좋음,0.81,좋음,0.0017
2024-10-11:22,PM2.5,보통,87,보통,47,보통,30,보통,0.0425,보통,0.0321,좋음,0.72,좋음,0.0019
2024-10-11:21,PM2.5,보통,82,보통,43,보통,28,보통,0.051,보통,0.0303,좋음,0.67,좋음,0.0023
2024-10-11:20,PM2.5,보통,79,보통,38,보통,27,보통,0.0615,좋음,0.0286,좋음,0.63,좋음,0.0022
2024-10-11:19,오존,보통,86,보통,34,보통,25,보통,0.0731,좋음,0.0209,좋음,0.64,좋음,0.0027
2024-10-11:18,오존,보통,89,좋음,30,보통,23,보통,0.0768,좋음,0.0179,좋음,0.55,좋음,0.0024
2024-10-11:17,오존,보통,93,좋음,28,보통,23,보통,0.0818,좋음,0.0171,좋음,0.52,좋음,0.002
2024-10-11:16,오존,보통,99,좋음,28,보통,22,보통,0.0888,좋음,0.0157,좋음,0.5,좋음,0.0016
2024-10-11:15,오존,보통,93,좋음,29,보통,22,보통,0.0814,좋음,0.0142,좋음,0.49,좋음,0.0016
2024-10-11:14,오존,보통,86,보통,31,보통,23,보통,0.0733,좋음,0.0136,좋음,0.52,좋음,0.0015
2024-10-11:13,오존,보통,75,보통,31,보통,23,보통,0.0595,좋음,0.0173,좋음,0.56,좋음,0.0015
2024-10-11:12,PM2.5,보통,69,보통,31,보통,23,보통,0.0347,좋음,0.023,좋음,0.59,좋음,0.0015
2024-10-11:11,PM2.5,보통,66,좋음,30,보통,22,좋음,0.0182,좋음,0.024,좋음,0.62,좋음,0.0014
2024-10-11:10,PM2.5,보통,66,좋음,30,보통,22,좋음,0.0121,좋음,0.022,좋음,0.6,좋음,0.0014
2024-10-11:09,PM2.5,보통,66,좋음,30,보통,22,좋음,0.0066,좋음,0.023,좋음,0.6,좋음,0.0014
2024-10-11:08,PM2.5,보통,69,보통,31,보통,23,좋음,0.0036,좋음,0.0264,좋음,0.62,좋음,0.0014
2024-10-11:07,PM2.5,보통,69,보통,31,보통,23,좋음,0.0007,좋음,0.0286,좋음,0.64,좋음,0.0014
2024-10-11:06,PM2.5,보통,72,보통,32,보통,24,좋음,0.0006,좋음,0.0292,좋음,0.64,좋음,0.0014
2024-10-11:05,PM2.5,보통,72,보통,32,보통,24,좋음,0.0007,보통,0.0316,좋음,0.66,좋음,0.0014
2024-10-11:04,PM2.5,보통,72,보통,31,보통,24,좋음,0.001,보통,0.0341,좋음,0.69,좋음,0.0014
2024-10-11:03,PM2.5,보통,69,보통,31,보통,23,좋음,0.0008,보통,0.0383,좋음,0.73,좋음,0.0014
2024-10-11:02,이산화질소,보통,70,좋음,30,보통,21,좋음,0.0009,보통,0.0419,좋음,0.8,좋음,0.0015
2024-10-11:01,이산화질소,보통,75,좋음,30,보통,20,좋음,0.0014,보통,0.0448,좋음,0.78,좋음,0.0015
2024-10-10:24,이산화질소,보통,77,보통,31,보통,19,좋음,0.004,보통,0.0462,좋음,0.83,좋음,0.0015
2024-10-10:23,이산화질소,보통,76,좋음,30,보통,19,좋음,0.0089,보통,0.0452,좋음,0.83,좋음,0.0016
2024-10-10:22,이산화질소,보통,77,좋음,28,보통,17,좋음,0.0106,보통,0.0459,좋음,0.78,좋음,0.0015
2024-10-10:21,이산화질소,보통,53,좋음,26,보통,16,보통,0.0319,보통,0.0312,좋음,0.61,좋음,0.0016
2024-10-10:20,오존,좋음,61,좋음,25,좋음,15,보통,0.0424,좋음,0.0229,좋음,0.5,좋음,0.0015
2024-10-10:19,오존,좋음,69,좋음,24,좋음,12,보통,0.0525,좋음,0.0167,좋음,0.47,좋음,0.0016
2024-10-10:18,오존,좋음,76,좋음,22,좋음,10,보통,0.0609,좋음,0.0126,좋음,0.45,좋음,0.0017
2024-10-10:17,오존,좋음,83,좋음,20,좋음,8,보통,0.0692,좋음,0.0097,좋음,0.4,좋음,0.0016
2024-10-10:16,오존,좋음,85,좋음,18,좋음,7,보통,0.0711,좋음,0.0093,좋음,0.41,좋음,0.0015
2024-10-10:15,오존,좋음,79,좋음,16,좋음,6,보통,0.0645,좋음,0.0105,좋음,0.42,좋음,0.0015
2024-10-10:14,오존,좋음,73,좋음,16,좋음,7,보통,0.0576,좋음,0.0094,좋음,0.44,좋음,0.0014
2024-10-10:13,오존,좋음,63,좋음,16,좋음,8,보통,0.0453,좋음,0.0108,좋음,0.44,좋음,0.0014
2024-10-10:12,오존,좋음,58,좋음,18,좋음,9,보통,0.0387,좋음,0.0123,좋음,0.45,좋음,0.0014
2024-10-10:11,오존,좋음,52,좋음,19,좋음,10,보통,0.0316,좋음,0.0143,좋음,0.52,좋음,0.0014
2024-10-10:10,오존,좋음,44,좋음,18,좋음,10,좋음,0.0261,좋음,0.0157,좋음,0.5,좋음,0.0013
2024-10-10:09,PM2.5,좋음,37,좋음,18,좋음,11,좋음,0.0153,좋음,0.0219,좋음,0.54,좋음,0.0014
2024-10-10:08,PM2.5,좋음,37,좋음,17,좋음,11,좋음,0.0129,좋음,0.0217,좋음,0.53,좋음,0.0014
2024-10-10:07,PM2.5,좋음,37,좋음,17,좋음,11,좋음,0.0149,좋음,0.0187,좋음,0.49,좋음,0.0014
2024-10-10:06,PM2.5,좋음,40,좋음,18,좋음,12,좋음,0.022,좋음,0.0118,좋음,0.46,좋음,0.0013
2024-10-10:05,오존,좋음,41,좋음,18,좋음,12,좋음,0.0244,좋음,0.0093,좋음,0.45,좋음,0.0013
2024-10-10:04,오존,좋음,45,좋음,18,좋음,12,좋음,0.0267,좋음,0.0088,좋음,0.45,좋음,0.0013
2024-10-10:03,오존,좋음,53,좋음,18,좋음,12,보통,0.0325,좋음,0.0064,좋음,0.43,좋음,0.0013
2024-10-10:02,오존,좋음,53,좋음,19,좋음,13,보통,0.0324,좋음,0.007,좋음,0.45,좋음,0.0013
2024-10-10:01,오존,좋음,50,좋음,20,좋음,13,좋음,0.0297,좋음,0.0101,좋음,0.49,좋음,0.0013
2024-10-09:24,PM2.5,좋음,50,좋음,22,좋음,15,좋음,0.0291,좋음,0.0132,좋음,0.52,좋음,0.0014
2024-10-09:23,PM2.5,보통,51,좋음,22,보통,16,좋음,0.0236,좋음,0.0194,좋음,0.58,좋음,0.0014
2024-10-09:22,PM2.5,좋음,50,좋음,22,좋음,15,좋음,0.0245,좋음,0.0207,좋음,0.54,좋음,0.0014
2024-10-09:21,이산화질소,좋음,45,좋음,20,좋음,13,좋음,0.0221,좋음,0.0267,좋음,0.6,좋음,0.0014
2024-10-09:20,이산화질소,좋음,58,좋음,16,좋음,12,좋음,0.0183,보통,0.0343,좋음,0.71,좋음,0.0014
2024-10-09:19,오존,좋음,59,좋음,12,좋음,10,보통,0.0393,좋음,0.0188,좋음,0.5,좋음,0.0014
2024-10-09:18,오존,좋음,69,좋음,10,좋음,7,보통,0.0525,좋음,0.0098,좋음,0.41,좋음,0.0013
2024-10-09:17,오존,좋음,71,좋음,9,좋음,5,보통,0.054,좋음,0.0088,좋음,0.39,좋음,0.0013
2024-10-09:16,오존,좋음,71,좋음,8,좋음,5,보통,0.0549,좋음,0.0073,좋음,0.37,좋음,0.0014
2024-10-09:15,오존,좋음,69,좋음,9,좋음,5,보통,0.0523,좋음,0.0075,좋음,0.37,좋음,0.0014
2024-10-09:14,오존,좋음,67,좋음,9,좋음,7,보통,0.0494,좋음,0.0071,좋음,0.39,좋음,0.0013
2024-10-09:13,오존,좋음,64,좋음,10,좋음,7,보통,0.046,좋음,0.0073,좋음,0.42,좋음,0.0013
2024-10-09:12,오존,좋음,57,좋음,11,좋음,7,보통,0.038,좋음,0.0096,좋음,0.45,좋음,0.0013
2024-10-09:11,오존,좋음,53,좋음,10,좋음,6,보통,0.0327,좋음,0.0098,좋음,0.45,좋음,0.0012
2024-10-09:10,오존,좋음,47,좋음,10,좋음,5,좋음,0.0283,좋음,0.0103,좋음,0.45,좋음,0.0012
2024-10-09:09,이산화질소,좋음,33,좋음,9,좋음,5,좋음,0.0151,좋음,0.0196,좋음,0.48,좋음,0.0013
2024-10-09:08,이산화질소,좋음,33,좋음,11,좋음,7,좋음,0.0135,좋음,0.02,좋음,0.47,좋음,0.0012
2024-10-09:07,이산화질소,좋음,28,좋음,13,좋음,8,좋음,0.0156,좋음,0.0167,좋음,0.46,좋음,0.0012
2024-10-09:06,오존,좋음,35,좋음,15,좋음,10,좋음,0.0212,좋음,0.0113,좋음,0.45,좋음,0.0012
2024-10-09:05,오존,좋음,36,좋음,16,좋음,10,좋음,0.0215,좋음,0.0111,좋음,0.46,좋음,0.0012
2024-10-09:04,PM2.5,좋음,33,좋음,16,좋음,10,좋음,0.0187,좋음,0.0132,좋음,0.47,좋음,0.0013
2024-10-09:03,PM2.5,좋음,33,좋음,17,좋음,10,좋음,0.0189,좋음,0.0135,좋음,0.47,좋음,0.0013
2024-10-09:02,PM2.5,좋음,33,좋음,17,좋음,10,좋음,0.018,좋음,0.0148,좋음,0.49,좋음,0.0013
2024-10-09:01,PM2.5,좋음,37,좋음,20,좋음,11,좋음,0.0206,좋음,0.0132,좋음,0.48,좋음,0.0013
2024-10-08:24,PM2.5,보통,54,좋음,28,보통,17,좋음,0.0203,좋음,0.0133,좋음,0.48,좋음,0.0013
2024-10-08:23,PM2.5,보통,69,보통,38,보통,23,좋음,0.0187,좋음,0.0153,좋음,0.5,좋음,0.0014
2024-10-08:22,PM2.5,보통,87,보통,45,보통,30,좋음,0.0157,좋음,0.0212,좋음,0.54,좋음,0.0014
2024-10-08:21,PM2.5,보통,100,보통,49,보통,35,좋음,0.0229,좋음,0.019,좋음,0.54,좋음,0.0014
2024-10-08:20,PM2.5,보통,92,보통,45,보통,32,보통,0.0314,보통,0.0377,좋음,0.84,좋음,0.002
2024-10-08:19,PM2.5,보통,79,보통,37,보통,27,보통,0.0547,좋음,0.027,좋음,0.72,좋음,0.0022
2024-10-08:18,오존,보통,70,보통,32,보통,20,보통,0.0538,좋음,0.0214,좋음,0.5,좋음,0.0016
2024-10-08:17,오존,보통,76,보통,33,보통,22,보통,0.061,좋음,0.0154,좋음,0.43,좋음,0.0016
2024-10-08:16,오존,보통,77,보통,36,보통,24,보통,0.0615,좋음,0.0136,좋음,0.42,좋음,0.0017
2024-10-08:15,PM2.5,보통,79,보통,40,보통,27,보통,0.0524,좋음,0.0154,좋음,0.47,좋음,0.0016
2024-10-08:14,PM2.5,보통,85,보통,45,보통,29,보통,0.0437,좋음,0.0165,좋음,0.55,좋음,0.0016
2024-10-08:13,PM2.5,보통,87,보통,47,보통,30,보통,0.041,좋음,0.0162,좋음,0.61,좋음,0.0017
2024-10-08:12,PM2.5,보통,90,보통,48,보통,31,보통,0.0349,좋음,0.0173,좋음,0.66,좋음,0.0017
2024-10-08:11,PM2.5,보통,90,보통,48,보통,31,좋음,0.0216,좋음,0.0208,좋음,0.68,좋음,0.0017
2024-10-08:10,PM2.5,보통,90,보통,47,보통,31,좋음,0.0075,좋음,0.0288,좋음,0.78,좋음,0.0017
2024-10-08:09,PM2.5,보통,87,보통,46,보통,30,좋음,0.0033,보통,0.0311,좋음,0.84,좋음,0.0017
2024-10-08:08,PM2.5,보통,87,보통,47,보통,30,좋음,0.0015,좋음,0.029,좋음,0.85,좋음,0.0017
2024-10-08:07,PM2.5,보통,87,보통,48,보통,30,좋음,0.0008,좋음,0.0291,좋음,0.83,좋음,0.0016
2024-10-08:06,PM2.5,보통,92,보통,50,보통,32,좋음,0.0008,보통,0.0308,좋음,0.83,좋음,0.0016
2024-10-08:05,PM2.5,보통,92,보통,52,보통,32,좋음,0.0008,보통,0.0336,좋음,0.82,좋음,0.0016
2024-10-08:04,PM2.5,보통,92,보통,52,보통,32,좋음,0.0008,보통,0.0351,좋음,0.84,좋음,0.0016
2024-10-08:03,PM2.5,보통,92,보통,51,보통,32,좋음,0.0012,보통,0.0365,좋음,0.85,좋음,0.0016
2024-10-08:02,PM2.5,보통,87,보통,51,보통,30,좋음,0.001,보통,0.0381,좋음,0.89,좋음,0.0016
2024-10-08:01,PM2.5,보통,85,보통,50,보통,29,좋음,0.0011,보통,0.042,좋음,0.93,좋음,0.0016
2024-10-07:24,PM2.5,보통,85,보통,53,보통,29,좋음,0.0012,보통,0.0444,좋음,0.95,좋음,0.0016
2024-10-07:23,PM2.5,보통,85,보통,54,보통,29,좋음,0.0042,보통,0.0456,좋음,0.94,좋음,0.0017
2024-10-07:22,PM2.5,보통,85,보통,54,보통,29,좋음,0.0216,보통,0.0329,좋음,0.77,좋음,0.0019
2024-10-07:21,PM2.5,보통,85,보통,53,보통,29,보통,0.0312,좋음,0.0283,좋음,0.71,좋음,0.0021
2024-10-07:20,PM2.5,보통,79,보통,51,보통,27,보통,0.0378,좋음,0.0272,좋음,0.65,좋음,0.0021
2024-10-07:19,PM2.5,보통,77,보통,48,보통,26,보통,0.0384,보통,0.031,좋음,0.58,좋음,0.0019
2024-10-07:18,PM2.5,보통,72,보통,44,보통,24,보통,0.0484,좋음,0.0258,좋음,0.54,좋음,0.0022
2024-10-07:17,오존,보통,75,보통,40,보통,23,보통,0.0598,좋음,0.0222,좋음,0.54,좋음,0.0025
2024-10-07:16,오존,보통,75,보통,36,보통,22,보통,0.0599,좋음,0.0253,좋음,0.53,좋음,0.0024
2024-10-07:15,오존,보통,70,보통,36,보통,21,보통,0.0534,좋음,0.027,좋음,0.53,좋음,0.0023
2024-10-07:14,오존,보통,76,보통,36,보통,22,보통,0.0607,좋음,0.0195,좋음,0.53,좋음,0.0021
2024-10-07:13,PM2.5,보통,69,보통,37,보통,23,보통,0.0497,좋음,0.023,좋음,0.58,좋음,0.0022
2024-10-07:12,PM2.5,보통,66,보통,35,보통,22,보통,0.037,좋음,0.0267,좋음,0.64,좋음,0.0019
2024-10-07:11,PM2.5,보통,64,보통,31,보통,21,좋음,0.0137,보통,0.0358,좋음,0.75,좋음,0.0019
2024-10-07:10,PM2.5,보통,59,좋음,27,보통,19,좋음,0.0047,보통,0.0348,좋음,0.83,좋음,0.0019
2024-10-07:09,이산화질소,보통,57,좋음,24,보통,17,좋음,0.0032,보통,0.034,좋음,0.79,좋음,0.0018
2024-10-07:08,PM2.5,보통,54,좋음,23,보통,17,좋음,0.0021,보통,0.0318,좋음,0.69,좋음,0.0015
2024-10-07:07,PM2.5,보통,54,좋음,24,보통,17,좋음,0.0019,좋음,0.03,좋음,0.68,좋음,0.0015
2024-10-07:06,PM2.5,보통,56,좋음,24,보통,18,좋음,0.0017,좋음,0.027,좋음,0.68,좋음,0.0014
2024-10-07:05,PM2.5,보통,59,좋음,25,보통,19,좋음,0.0007,좋음,0.0266,좋음,0.72,좋음,0.0015
2024-10-07:04,PM2.5,보통,59,좋음,25,보통,19,좋음,0.0007,좋음,0.0279,좋음,0.73,좋음,0.0015
2024-10-07:03,PM2.5,보통,56,좋음,23,보통,18,좋음,0.001,좋음,0.0295,좋음,0.72,좋음,0.0015
2024-10-07:02,PM2.5,보통,51,좋음,21,보통,16,좋음,0.0008,좋음,0.0294,좋음,0.72,좋음,0.0014
2024-10-07:01,이산화질소,좋음,55,좋음,20,좋음,15,좋음,0.0032,보통,0.0324,좋음,0.71,좋음,0.0015
2024-10-06:24,이산화질소,좋음,53,좋음,19,좋음,14,좋음,0.0026,보통,0.0316,좋음,0.69,좋음,0.0014
2024-10-06:23,이산화질소,좋음,45,좋음,18,좋음,13,좋음,0.0025,좋음,0.0269,좋음,0.64,좋음,0.0013
2024-10-06:22,PM2.5,좋음,43,좋음,19,좋음,13,좋음,0.0049,좋음,0.0253,좋음,0.62,좋음,0.0013
2024-10-06:21,이산화질소,좋음,45,좋음,18,좋음,13,좋음,0.006,좋음,0.0267,좋음,0.65,좋음,0.0013
2024-10-06:20,이산화질소,좋음,52,좋음,17,좋음,10,좋음,0.0043,보통,0.0306,좋음,0.69,좋음,0.0013
2024-10-06:19,이산화질소,좋음,38,좋음,15,좋음,9,좋음,0.0148,좋음,0.0229,좋음,0.62,좋음,0.0013
2024-10-06:18,오존,좋음,39,좋음,13,좋음,8,좋음,0.0235,좋음,0.0201,좋음,0.58,좋음,0.0015
2024-10-06:17,오존,좋음,42,좋음,13,좋음,8,좋음,0.0252,좋음,0.0165,좋음,0.57,좋음,0.0014
2024-10-06:16,오존,좋음,34,좋음,13,좋음,8,좋음,0.0202,좋음,0.0179,좋음,0.57,좋음,0.0013
2024-10-06:15,오존,좋음,38,좋음,13,좋음,9,좋음,0.0229,좋음,0.0124,좋음,0.51,좋음,0.0013
2024-10-06:14,PM2.5,좋음,33,좋음,15,좋음,10,좋음,0.0196,좋음,0.0132,좋음,0.53,좋음,0.0013
2024-10-06:13,PM2.5,좋음,37,좋음,17,좋음,11,좋음,0.0163,좋음,0.0157,좋음,0.53,좋음,0.0012
2024-10-06:12,PM2.5,좋음,37,좋음,18,좋음,11,좋음,0.0177,좋음,0.015,좋음,0.51,좋음,0.0013
2024-10-06:11,PM2.5,좋음,40,좋음,18,좋음,12,좋음,0.0156,좋음,0.018,좋음,0.52,좋음,0.0014
2024-10-06:10,PM2.5,좋음,40,좋음,19,좋음,12,좋음,0.0158,좋음,0.0167,좋음,0.5,좋음,0.0013
2024-10-06:09,PM2.5,좋음,40,좋음,19,좋음,12,좋음,0.0165,좋음,0.0173,좋음,0.49,좋음,0.0012
2024-10-06:08,PM2.5,좋음,50,좋음,19,좋음,15,좋음,0.0213,좋음,0.0138,좋음,0.46,좋음,0.0012
2024-10-06:07,PM2.5,보통,51,좋음,21,보통,16,좋음,0.0218,좋음,0.0124,좋음,0.45,좋음,0.0012
2024-10-06:06,PM2.5,보통,54,좋음,23,보통,17,좋음,0.0221,좋음,0.0129,좋음,0.46,좋음,0.0012
2024-10-06:05,PM2.5,보통,61,좋음,25,보통,20,좋음,0.022,좋음,0.0146,좋음,0.48,좋음,0.0012
2024-10-06:04,PM2.5,보통,61,좋음,25,보통,20,좋음,0.019,좋음,0.0194,좋음,0.51,좋음,0.0013
2024-10-06:03,PM2.5,보통,61,좋음,25,보통,20,좋음,0.0103,좋음,0.0285,좋음,0.59,좋음,0.0012
2024-10-06:02,PM2.5,보통,59,좋음,24,보통,19,좋음,0.0171,좋음,0.0272,좋음,0.59,좋음,0.0014
2024-10-06:01,PM2.5,보통,59,좋음,24,보통,19,좋음,0.0179,좋음,0.0298,좋음,0.6,좋음,0.0015
2024-10-05:24,PM2.5,보통,56,좋음,24,보통,18,좋음,0.023,좋음,0.0283,좋음,0.58,좋음,0.0014
2024-10-05:23,PM2.5,보통,56,좋음,23,보통,18,좋음,0.0254,좋음,0.0288,좋음,0.59,좋음,0.0013
2024-10-05:22,이산화질소,보통,59,좋음,22,보통,17,좋음,0.0212,보통,0.0347,좋음,0.62,좋음,0.0014
2024-10-05:21,오존,좋음,51,좋음,19,좋음,15,보통,0.0307,좋음,0.0279,좋음,0.59,좋음,0.0013
2024-10-05:20,오존,좋음,59,좋음,15,좋음,11,보통,0.0402,좋음,0.0261,좋음,0.51,좋음,0.0013
2024-10-05:19,오존,좋음,70,좋음,13,좋음,8,보통,0.0538,좋음,0.0199,좋음,0.43,좋음,0.0014
2024-10-05:18,오존,좋음,80,좋음,10,좋음,6,보통,0.065,좋음,0.0145,좋음,0.36,좋음,0.0013
2024-10-05:17,오존,좋음,84,좋음,9,좋음,5,보통,0.0702,좋음,0.0115,좋음,0.37,좋음,0.0013
2024-10-05:16,오존,좋음,82,좋음,9,좋음,5,보통,0.0678,좋음,0.0101,좋음,0.31,좋음,0.0012
2024-10-05:15,오존,좋음,77,좋음,10,좋음,6,보통,0.0614,좋음,0.0096,좋음,0.35,좋음,0.0012
2024-10-05:14,오존,좋음,71,좋음,12,좋음,8,보통,0.054,좋음,0.0108,좋음,0.39,좋음,0.0012
